POST DATE,VENDOR,DESCRIPTION,QTY,INVOICE AMT,,,,,
07/01/14,Grainger,"Cleaner - Cloth Rag, Recylced Cooton, 4 LB Box",2, $	15.52 ,,,,,
07/09/14,Grainger,Tax,1, $	14.59 ,,,,,
07/09/14,Grainger,Tax,1, $	12.18 ,,,,,
07/09/14,Grainger,"Wheels - Caster Wheel, 200 Lb, 3 D x 1 1/4 In",2, $	12.18 ,,,,,
07/09/14,Grainger,Tax,1, $	11.33 ,,,,,
07/09/14,Grainger,"Inflator - FIX-A-FLAT Tire Inflator/Sealant,20 Oz.",1, $	11.05 ,,,,,
07/09/14,Grainger,"Banner - Grab Hook, Hot Roll Steel, Eye, 750 lb.",1, $	9.89 ,,,,,
07/09/14,Grainger,Tax,1, $	9.30 ,,,,,
07/09/14,Grainger,"Banner - Turnbuckle, Hook & EYE, Aluminum",2, $	8.64 ,,,,,
07/01/14,Grainger,"Battery -  Alkaline, D Size, 12 PK",1, $	7.87 ,,,,,
07/09/14,Grainger,"Mallet - STANLEY Rubber Mallet,Hardwood Handle,16 Oz",1, $	7.69 ,,,,,
07/01/14,Grainger,"Gloves - Lightweight Knit Glove, Poly / Cotton, Pair",36, $	7.56 ,,,,,
07/09/14,Grainger,"Key Ring - 1 IN., PK 25",1, $	6.42 ,,,,,
07/09/14,Grainger,Tax,1, $	6.09 ,,,,,
07/09/14,Grainger,"Banner - Wire Rope Sleeve, 3/32 In, Aluminum, PK 25",1, $	5.70 ,,,,,
07/09/14,Grainger,"Battery - AA,Alkaline,PK 24",1, $	5.50 ,,,,,
07/09/14,Grainger,Tax,1, $	5.06 ,,,,,
07/09/14,Grainger,Tax,1, $	3.14 ,,,,,
07/09/14,Grainger,Tax,1, $	2.60 ,,,,,
07/09/14,Grainger,Tax,1, $	2.48 ,,,,,
07/09/14,Grainger,Tax,1, $	1.47 ,,,,,
07/09/14,Grainger,Tax,1, $	0.97 ,,,,,
07/09/14,Grainger,Tax,1, $	0.76 ,,,,,
07/09/14,Grainger,Tax,1, $	0.56 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Mat - Carpeted Entrance, Brown, 4 x 6",1," $	1,152.00 ",,,,,
12/23/14,Grainger - HAVA GRANT,"Worklight - Temp Job Site Light, 120V, 18W",1, $	771.54 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Mat - Carpeted Entrance, Brown, 4 x 6",4, $	576.00 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Worklight - Temp Job Site Light, 110V, 18W",4, $	473.56 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Worklight - Temp Job Site Light, 110V, 18W",3, $	355.17 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Worklight - Temp Job Site Light, 120V, 85W, 5000L",2, $	258.50 ,,,,,
12/23/14,Grainger - HAVA GRANT,Tax,1, $	202.15 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Lightbulb - Screw - In CFL, Non - Dimmable, 4100K, 85W",4, $	110.00 ,,,,,
12/23/14,Grainger - HAVA GRANT,"Lightbulb - Fluorescent Linear Lamp, T8, Cool, 4100K",24, $	73.20 ,,,,,
12/23/14,Grainger - HAVA GRANT,Tax,1, $	50.40 ,,,,,
12/23/14,Grainger - HAVA GRANT,Tax,1, $	41.44 ,,,,,
12/23/14,Grainger - HAVA GRANT,Tax,1, $	38.66 ,,,,,
12/23/14,Grainger - HAVA GRANT,Tax,1, $	31.08 ,,,,,
09/30/14,GRM,Destruction - Pickup of Boxes,"5,100"," $	3,825.00 ",,,,,
09/30/14,GRM,Destruction - Destruction of Boxes,"5,100"," $	3,825.00 ",,,,,
03/09/15,GRM,Destruction - Pickup of Boxes,," $	3,320.25 ",,,,,
03/09/15,GRM,Destruction - Destruction of Boxes,," $	3,320.25 ",,,,,
10/08/14,GRM,Destruction - Pickup of Boxes,"4,270"," $	3,202.50 ",,,,,
10/08/14,GRM,Destruction - Destruction of Boxes,"4,270"," $	3,202.50 ",,,,,
07/01/14,GRM,Destruction - Pickup of Boxes,296, $	296.00 ,,,,,
07/01/14,GRM,Destruction - Destruction of Boxes,296, $	296.00 ,,,,,
08/05/14,GRM,Destruction - Pickup of Boxes,175, $	175.00 ,,,,,
08/05/14,GRM,Destrcution - Destruction of Boxes,175, $	175.00 ,,,,,
08/19/14,Imperial Parking,Garage Rent - Permit Parking,1," $	4,000.00 ",,,,,
08/19/14,Imperial Parking,Garage Rent,5," $	1,476.00 ",,,,,
08/19/14,Imperial Parking,Garage Rent,," $	1,248.00 ",,,,,
08/19/14,Imperial Parking,Garage Rent,6," $	1,248.00 ",,,,,
08/19/14,Imperial Parking,Garage Rent,5," $	1,060.00 ",,,,,
08/19/14,Imperial Parking,Garage Rent,, $	848.00 ,,,,,
08/19/14,Imperial Parking,Garage Rent,, $	500.00 ,,,,,
09/17/14,InterEthnica,Project Management,460," $	57,500.00 ",,,,,
09/17/14,InterEthnica,Chinese Pamphlets - Translation & Proofreading ,"160,603"," $	43,362.81 ",,,,,
09/17/14,InterEthnica,Spanish Pamphlets - Translation & Proofreading ,"94,474"," $	23,618.50 ",,,,,
09/17/14,InterEthnica,English Pamphlets - Graphic Production,232," $	22,040.00 ",,,,,
09/17/14,InterEthnica,Chinese Pamphlets - Graphic Production,216," $	20,520.00 ",,,,,
09/17/14,InterEthnica,Spanish Pamphlets - Graphic Production,193," $	18,335.00 ",,,,,
09/17/14,InterEthnica,Audio Version of the English VIP - Recording,1," $	12,000.00 ",,,,,
09/17/14,InterEthnica,Print and Deliver Ballot Facsimiles,1," $	9,142.92 ",,,,,
09/17/14,InterEthnica,Large Print VIP - Spanish Layout,56.25," $	5,343.75 ",,,,,
09/17/14,InterEthnica,Project Management,42," $	5,250.00 ",,,,,
09/17/14,InterEthnica,Large Print VIP - English Layout,51," $	4,845.00 ",,,,,
09/17/14,InterEthnica,Large Print VIP - Chinese Layout,41.75," $	3,966.25 ",,,,,
09/17/14,InterEthnica,Creating ENG Only Templates,38," $	3,610.00 ",,,,,
09/17/14,InterEthnica,"Print Production - 8,000 Voting Booth Posters",1," $	3,548.23 ",,,,,
09/17/14,InterEthnica,Audio Version of the English VIP - Duplication & Labeling,1," $	3,200.00 ",,,,,
09/17/14,InterEthnica,Large Print VIP - Printing & Delivery,1," $	3,200.00 ",,,,,
09/17/14,InterEthnica,Sample Ballots - Proofing of Foreign Language ,30," $	2,850.00 ",,,,,
07/01/14,InterEthnica,Translation - Per Word,"7,434"," $	2,601.90 ",,,,,
07/01/14,InterEthnica,Graphic Layout - Hourly Charge,27," $	2,565.00 ",,,,,
09/17/14,InterEthnica,Imnputting Japanese Into all Facsimile Ballot Templates,26," $	2,470.00 ",,,,,
09/17/14,InterEthnica,Proofing and Quality Assurance - Filipino,24," $	2,280.00 ",,,,,
09/17/14,InterEthnica,Proofing and Quality Assurance - Korean,22," $	2,090.00 ",,,,,
09/17/14,InterEthnica,Proofing and Quality Assurance - Japanese,22," $	2,090.00 ",,,,,
09/17/14,InterEthnica,Proofing and Quality Assurance - Vietnamese,20," $	1,900.00 ",,,,,
09/17/14,InterEthnica,Revision and Corrections to Types Documents,20," $	1,900.00 ",,,,,
09/17/14,InterEthnica,Imnputting Vietnamese Into all Facsimile Ballot Templates,19," $	1,805.00 ",,,,,
09/17/14,InterEthnica,Imnputting Filipino Into all Facsimile Ballot Templates,18," $	1,710.00 ",,,,,
09/17/14,InterEthnica,Graphic Design & Typesetting,15," $	1,425.00 ",,,,,
09/17/14,InterEthnica,Imnputting Korean Into all Facsimile Ballot Templates,14," $	1,330.00 ",,,,,
09/17/14,InterEthnica,Project Management,1, $	875.00 ,,,,,
07/01/14,InterEthnica,Translation - Per Word,"2,000", $	700.00 ,,,,,
07/01/14,InterEthnica,Project Management - Hourly Charge,5.5, $	687.50 ,,,,,
09/17/14,InterEthnica,"Ballot Text Extraction of State Ballots, Creation of Matrix and Localized Files",7, $	665.00 ,,,,,
07/01/14,InterEthnica,Translation - Per Word,"1,730", $	605.50 ,,,,,
09/17/14,InterEthnica,Create Final PDF for Printer,6, $	570.00 ,,,,,
09/17/14,InterEthnica,English Pamphlets - Translation of Text on Multilingual Voter Services Page,4, $	500.00 ,,,,,
09/17/14,InterEthnica,Audio Version of the English VIP - Packaging,1, $	500.00 ,,,,,
07/01/14,InterEthnica,Extract Text - Hourly Charge,4, $	380.00 ,,,,,
07/01/14,InterEthnica,Project Management - Hourly Charge,3, $	375.00 ,,,,,
09/17/14,InterEthnica,Translation & Proofreading - Filipino,1, $	375.00 ,,,,,
09/17/14,InterEthnica,"Translation, Proofreading, Final QA of In-Language Typeset Documents - Filipino",993, $	317.76 ,,,,,
09/17/14,InterEthnica,"Translation, Proofreading, Final QA of In-Language Typeset Documents - Korean",993, $	317.76 ,,,,,
09/17/14,InterEthnica,"Translation, Proofreading, Final QA of In-Lang Typeset Documents - Vietnamese",993, $	317.76 ,,,,,
09/17/14,InterEthnica,"Translation, Proofreading, Final QA of In-Language Typeset Documents - Japanese",993, $	317.76 ,,,,,
07/01/14,InterEthnica,Filipino Graphic Layout Bilingual Pollworker Glossaries - Hourly Charge,3, $	285.00 ,,,,,
07/01/14,InterEthnica, Spanish Graphic Layout Bilingual Pollworker Glossaries - Hourly Charge,3, $	285.00 ,,,,,
07/01/14,InterEthnica,Chinese Graphic Layout Bilingual Pollworker Glossaries - Hourly Charge,3, $	285.00 ,,,,,
07/01/14,InterEthnica,Project Management - Hourly Charge,2, $	250.00 ,,,,,
09/17/14,InterEthnica,Translation & Proofreading - Chinese,1, $	250.00 ,,,,,
09/17/14,InterEthnica,Translation & Proofreading - Spanish,1, $	250.00 ,,,,,
07/01/14,InterEthnica,Extract Text - Hourly Charge,2, $	190.00 ,,,,,
07/01/14,InterEthnica,Translation - Minimum Charge,1, $	125.00 ,,,,,
07/01/14,InterEthnica,Project Management - Hourly Charge,1, $	125.00 ,,,,,
09/17/14,InterEthnica,Translation & Proofreading - English,1, $	125.00 ,,,,,
09/30/14,International Fire Inc,"Service -  5 - 6 Lb Extinguisher, Dry Chemical Refill",13, $	127.66 ,,,,,
09/30/14,International Fire Inc,Service - Amerex 5Lb Extinguishers 3 A-40BC,2, $	86.88 ,,,,,
09/30/14,International Fire Inc,Service - Tax,1, $	7.60 ,,,,,
07/01/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Yellow","2,800", $	784.00 ,,,,,
08/14/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Green","2,000", $	560.00 ,,,,,
08/14/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Red","2,000", $	560.00 ,,,,,
08/14/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Yellow","2,000", $	560.00 ,,,,,
07/01/14,IT Fleet Services,"Seaals - Tamper Evident Security Label, Non-Residue (1""x3""), Yellow","1,600", $	464.00 ,,,,,
07/01/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, White","1,000", $	280.00 ,,,,,
08/14/14,IT Fleet Services,"Seqals - Tamper Evident Security Label, Non-Residue (1""x3""), Green",800, $	232.00 ,,,,,
08/14/14,IT Fleet Services,"Seals - Tamper Evident Security Label, Non-Residue (1""x3""), Red",800, $	232.00 ,,,,,
08/14/14,IT Fleet Services,Seals - Tax,1, $	163.10 ,,,,,
07/01/14,IT Fleet Services,Seals - Tax,1, $	150.85 ,,,,,
07/01/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Green",400, $	112.00 ,,,,,
07/01/14,IT Fleet Services,"Seals - Plastic Security Seal, 3.5"" Tail, Red",300, $	84.00 ,,,,,
07/01/14,IT Fleet Services,Seals - Freight,1, $	24.50 ,,,,,
08/14/14,IT Fleet Services,Seals - Freight,1, $	24.50 ,,,,,
09/12/14,K & H Integrated Print Solutions,Non - Mail Ballot printing,"1,188,150"," $	279,215.25 ",,,,,
09/12/14,K & H Integrated Print Solutions,Mail Ballot Printing - 5 Cards - VBMP Ballots,"538,760"," $	126,608.60 ",,,,,
09/12/14,K & H Integrated Print Solutions,Mail Ballot Printing - 1 Card - VBMP Ballots,"479,900"," $	112,776.50 ",,,,,
09/12/14,K & H Integrated Print Solutions,Multi - Card Assembly Surcharge - 5 Cards,"119,975"," $	67,186.00 ",,,,,
09/12/14,K & H Integrated Print Solutions,Subsequent Extracts - Cards Printed - 1 Card & 5 Cards Total,"107,752"," $	60,341.12 ",,,,,
09/12/14,K & H Integrated Print Solutions,Tax,1," $	24,793.09 ",,,,,
09/12/14,K & H Integrated Print Solutions,Tax,1," $	24,517.70 ",,,,,
03/04/15,K & H Integrated Print Solutions,"VVC Postage - Folded Card, Estimated",1," $	19,656.00 ",,,,,
09/12/14,K & H Integrated Print Solutions,VBM Inserts,"229,000"," $	19,465.00 ",,,,,
09/12/14,K & H Integrated Print Solutions,Number of Unique Ballot Setups,176," $	18,480.00 ",,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - BRM,"232,760"," $	16,623.72 ",,,,,
02/04/15,K & H Integrated Print Solutions,Postage,1," $	16,551.08 ",,,,,
09/12/14,K & H Integrated Print Solutions,Non - Mail Ballot printing,"63,815"," $	14,996.53 ",,,,,
02/04/15,K & H Integrated Print Solutions,Subsequent Extracts - Cards Printed - 5 Cards,"5,347"," $	13,367.50 ",,,,,
09/12/14,K & H Integrated Print Solutions,Tax,1," $	11,414.56 ",,,,,
02/04/15,K & H Integrated Print Solutions,Subsequent Extracts - Cards Printed - 4 Cards,"5,668"," $	11,336.00 ",,,,,
12/22/14,K & H Integrated Print Solutions,Mail Ballot Printing - 5 Cards,"45,660"," $	10,730.10 ",,,,,
09/12/14,K & H Integrated Print Solutions,Freight,1," $	9,227.39 ",,,,,
07/09/14,K & H Integrated Print Solutions,Outer Envelopes - Non - Profit,"152,000"," $	8,528.72 ",,,,,
09/12/14,K & H Integrated Print Solutions,Freight,1," $	8,428.22 ",,,,,
03/04/15,K & H Integrated Print Solutions,VNC Printing & Mailing Prep ,," $	7,560.00 ",,,,,
09/12/14,K & H Integrated Print Solutions,Marked Test Ballot Programming & Printing - L & A,"11,426"," $	5,713.00 ",,,,,
02/04/15,K & H Integrated Print Solutions,Subsequent Ballot Packets Assembled,"11,015"," $	5,507.50 ",,,,,
09/12/14,K & H Integrated Print Solutions,Postage,1," $	5,352.52 ",,,,,
12/22/14,K & H Integrated Print Solutions,Multi - Card Assembly Surcharge - 5 Cards,"5,347"," $	5,113.92 ",,,,,
09/12/14,K & H Integrated Print Solutions,Freight,1," $	4,770.80 ",,,,,
09/12/14,K & H Integrated Print Solutions,Number of Marked Test Base Types Programmed,175," $	4,375.00 ",,,,,
03/04/15,K & H Integrated Print Solutions,"VVC Postage - Flat Card, Estimated",1," $	3,124.80 ",,,,,
09/12/14,K & H Integrated Print Solutions,Number of Unique Ballot Setups - 1 Card Packets,175," $	2,625.00 ",,,,,
02/04/15,K & H Integrated Print Solutions,Tax,1," $	2,161.56 ",,,,,
09/12/14,K & H Integrated Print Solutions,Tax,1," $	1,735.91 ",,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - Tax,1," $	1,536.89 ",,,,,
02/04/15,K & H Integrated Print Solutions,Envelope - BRM Return,"20,977"," $	1,498.18 ",,,,,
12/22/14,K & H Integrated Print Solutions,Postage,1," $	1,363.18 ",,,,,
12/22/14,K & H Integrated Print Solutions,Mail Ballot Printing - 4 Cards,"5,564"," $	1,307.54 ",,,,,
02/04/15,K & H Integrated Print Solutions,Envelope - No Indica Outer,"20,977"," $	1,177.02 ",,,,,
12/22/14,K & H Integrated Print Solutions,Tax,1," $	1,053.29 ",,,,,
09/12/14,K & H Integrated Print Solutions,One time Die Fee - Custom Box Manufacturing,1, $	987.00 ,,,,,
12/22/14,K & H Integrated Print Solutions,Misc -  VBMP Insert Reprint,"10,523", $	894.46 ,,,,,
10/08/14,K & H Integrated Print Solutions,Outer Envelopes - Non - Profit,"15,200", $	852.87 ,,,,,
02/04/15,K & H Integrated Print Solutions,VBM Inserts,"9,777", $	831.05 ,,,,,
07/09/14,K & H Integrated Print Solutions,Outer Envelopes - Tax,1, $	780.95 ,,,,,
12/22/14,K & H Integrated Print Solutions,Multi - Card Assembly Surcharge - 4 Cards,"5,668", $	778.96 ,,,,,
12/22/14,K & H Integrated Print Solutions,Misc -  Return Envelope Reprint,"10,523", $	751.55 ,,,,,
12/22/14,K & H Integrated Print Solutions,Tax,1, $	711.47 ,,,,,
03/04/15,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,, $	642.60 ,,,,,
12/22/14,K & H Integrated Print Solutions,Misc - Outer Envelope Reprint,"10,523", $	590.45 ,,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - Plate Changes,5, $	500.00 ,,,,,
02/04/15,K & H Integrated Print Solutions,Tax,1, $	481.91 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 10/24/14,"4,772", $	429.48 ,,,,,
09/12/14,K & H Integrated Print Solutions,Admin Fee,1, $	400.00 ,,,,,
09/12/14,K & H Integrated Print Solutions,VBM MILOS Insert,"4,400", $	374.00 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 11/21/14,"3,558", $	320.22 ,,,,,
09/12/14,K & H Integrated Print Solutions,Misc - Inkjet First Class Indicia onto Nolnd Outer Envelope,"10,000", $	300.00 ,,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - Military,"4,070", $	290.68 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 10/17/14,"2,762", $	248.58 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 7/25/14,"2,663", $	239.67 ,,,,,
02/04/15,K & H Integrated Print Solutions,Envelope - Tax,1, $	234.08 ,,,,,
09/12/14,K & H Integrated Print Solutions,MP Variable Insert,"2,224", $	222.40 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 10/7/14,"2,465", $	221.85 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 8/8/2014,"2,432", $	218.88 ,,,,,
07/09/14,K & H Integrated Print Solutions,Outer Envelopes - Plate Changes,2, $	200.00 ,,,,,
02/04/15,K & H Integrated Print Solutions,Freight,1, $	200.00 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 7/14/14,"2,192", $	197.28 ,,,,,
07/09/14,K & H Integrated Print Solutions,Outer Envelopes - Military,"3,500", $	196.39 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 5/9/14,"1,741", $	156.69 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 10/3/14,"1,735", $	156.15 ,,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - Pre - Press,1, $	150.00 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 9/19/14,"1,655", $	148.95 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 9/26/14,"1,639", $	147.51 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 11/28/14,"1,508", $	135.72 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 12/5/14,"1,496", $	134.64 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 5/16/14,"1,453", $	130.77 ,,,,,
08/13/14,K & H Integrated Print Solutions,E15 Cards Printing & Mailing Prep - 5/23/14,"1,249", $	112.41 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 5/2/14,"1,127", $	101.43 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 8/15/2014,"1,110", $	99.90 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 8/22/2014,"1,068", $	96.12 ,,,,,
07/09/14,K & H Integrated Print Solutions,Return Envelopes - Freight,1, $	95.00 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	92.41 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 1/16/15,"1,007", $	90.63 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 2/27/15,906, $	81.54 ,,,,,
10/08/14,K & H Integrated Print Solutions,Tax,1, $	76.34 ,,,,,
02/04/15,K & H Integrated Print Solutions,Insert - Tax,1, $	72.72 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 8/29/14,765, $	68.85 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 1/9/15,732, $	65.88 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 12/19/14,731, $	65.79 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 1/30/15,691, $	62.19 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 12/26/14,674, $	60.66 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 2/6/15,659, $	59.31 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 9/8/14,604, $	54.36 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 9/12/14,596, $	53.64 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 1/2/15,588, $	52.92 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 2/13/15,577, $	51.93 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 2/20/15,526, $	47.34 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	46.59 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	41.41 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	39.89 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	38.23 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	36.30 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - 1/23/15,401, $	36.09 ,,,,,
08/13/14,K & H Integrated Print Solutions,E15 Cards Printing & Mailing Prep - 5/28/14,346, $	31.14 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	26.92 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	22.85 ,,,,,
08/13/14,K & H Integrated Print Solutions,VNC Printing & Mailing Prep - Tax,1, $	21.01 ,,,,,
10/08/14,K & H Integrated Print Solutions,Outer Envelopes - Military,350, $	19.64 ,,,,,
09/12/14,K & H Integrated Print Solutions,Tax,1, $	19.46 ,,,,,
12/22/14,K & H Integrated Print Solutions,Misc -  MP Insert Reprint,18, $	1.80 ,,,,,
07/01/14,K&H Integrated Print Solutions,Box - Storage Box AV Top & Bottom,"2,500"," $	6,325.00 ",,,,,
07/01/14,K&H Integrated Print Solutions,Box - Freight,1, $	668.00 ,,,,,
07/01/14,K&H Integrated Print Solutions,Box - Tax,1, $	539.70 ,,,,,
09/17/14,"Language Line Service, Inc.",Service - Translation Services,1, $	14.63 ,,,,,
11/19/14,"Language Line Services, Inc",Translation Services,1, $	58.96 ,,,,,
03/16/15,LDC Collections Systems,Citation Payment,1, $	179.00 ,,,,,
09/17/14,Lighthouse for the Blind & Visually Impaired,Translation - Edge Braille Instructions - Spanish,100, $	70.00 ,,,,,
09/17/14,Lighthouse for the Blind & Visually Impaired,Translation - Edge Braille Instructions - English,100, $	70.00 ,,,,,
08/14/14,Linda Kittlitz & Associates,Ads - Transit Shelters,25," $	30,125.00 ",,,,,
08/13/14,Linda Kittlitz & Associates,Provisional Envelopes - Estimated Order,"34,175"," $	19,445.58 ",,,,,
08/13/14,Linda Kittlitz & Associates,Provisional Envelopes - Fileformatting Charges,1," $	7,163.00 ",,,,,
08/14/14,Linda Kittlitz & Associates,Tax,1," $	2,593.76 ",,,,,
08/13/14,Linda Kittlitz & Associates,Provisional Envelopes - Tax,1," $	1,786.57 ",,,,,
08/13/14,Linda Kittlitz & Associates,Provisional Envelopes - 5% Overs,"1,709", $	972.42 ,,,,,
08/13/14,Linda Kittlitz & Associates,Provisional Envelopes - Freight,1, $	200.00 ,,,,,
09/18/14,Livable City,"1 Tent,, 1 Table, 2 Chairs at Sunday Streets - Western Addition",1, $	150.00 ,,,,,
09/18/14,Livable City,"2 Tent,, 1 Table, 2 Chairs at Sunday Streets - Mission #2",1, $	150.00 ,,,,,
07/01/14,Mascot Metroplitan,"Bags - 26"" SF Election Supply Bag",50," $	7,362.50 ",,,,,
03/18/15,Mascot Metropolitan,"Bags - FED, Dark Green, 17 x 11 x 5",," $	3,510.00 ",,,,,
08/13/14,Mascot Metropolitan,"Memory Pack Collection Bags - 16"" L x 18"" H x 7.5"" D (15-161875CBB)",50," $	1,700.00 ",,,,,
01/07/15,Mascot Metropolitan,Repair Fee - Labor,, $	840.00 ,,,,,
01/07/15,Mascot Metropolitan,Repair Fee - Parts,, $	700.00 ,,,,,
03/18/15,Mascot Metropolitan,Tax,, $	307.13 ,,,,,
08/13/14,Mascot Metropolitan,Memory Pack Collection Bags - Tax,1, $	148.75 ,,,,,
01/07/15,Mascot Metropolitan,Repair Fee - Transportation,, $	140.00 ,,,,,
07/23/14,Mascot Metropolitan,Inspector Bag Service - Corner Replacement,18, $	90.00 ,,,,,
07/23/14,Mascot Metropolitan,Inspector Bag Service - Zipper Tab Replacement,50, $	50.00 ,,,,,
07/23/14,Mascot Metropolitan,Inspector Bag Service - Fabric Repair,5, $	50.00 ,,,,,
09/12/14,Merrill Corporation,English Printing - Print & Bind (Saddle Stitch + Cover),"455,740"," $	601,576.80 ",,,,,
09/09/14,Merrill Corporation,Mailing - English Mailing Pieces,"456,000"," $	184,061.25 ",,,,,
09/12/14,Merrill Corporation,Postage,1," $	153,702.00 ",,,,,
09/12/14,Merrill Corporation,Tax,1," $	58,337.20 ",,,,,
09/12/14,Merrill Corporation,English Printing - Assemble Inside Pages (Text): 236 x 30 BT's,"6,720"," $	25,200.00 ",,,,,
09/12/14,Merrill Corporation,Freight,1," $	23,600.00 ",,,,,
09/12/14,Merrill Corporation,"English Mailing - Label & Mail (4"" Head)","417,734"," $	22,557.64 ",,,,,
09/12/14,Merrill Corporation,English Printing - Set Up Each Ballot Type (Text) Up To 300 Pages,30," $	16,860.00 ",,,,,
09/12/14,Merrill Corporation,Chinese Printing - Print & Bind (Saddle Stitch + Cover),"21,875"," $	14,218.75 ",,,,,
09/09/14,Merrill Corporation,Mailing - Chinese Mailing Pieces,"22,000"," $	8,880.15 ",,,,,
09/12/14,Merrill Corporation,Spanish Printing - Print & Bind (Saddle Stitch + Cover),"5,085"," $	4,627.34 ",,,,,
09/09/14,Merrill Corporation,Mailing - Spanish Mailing Pieces,"5,100"," $	2,058.60 ",,,,,
09/09/14,Merrill Corporation,"Label And Mail (4"" Head)",1," $	1,625.00 ",,,,,
09/12/14,Merrill Corporation,"Chinese Mailing - Label & Mail (4"" Head) - 22,000 QTY",1," $	1,625.00 ",,,,,
09/12/14,Merrill Corporation,"Spanish Mailing - Label & Mail (4"" Head) - 5,100 QTY",1," $	1,625.00 ",,,,,
09/12/14,Merrill Corporation,"Label And Mail (4"" Head)",1," $	1,625.00 ",,,,,
